id,username,date,time,tweet,place,geo,replies_count,retweets_count,likes_count,pos_neg
23,realdonaldtrump,2020/3/20,6:13:19,THANK YOU! #ThankATrucker https://twitter.com/TRUCKINGdotORG/status/1240448958343847936 …,,,2778,19038,85100,Positive
24,realdonaldtrump,2020/3/19,22:24:39,SOCIAL DISTANCING! pic.twitter.com/H2jR59wArx,,,7547,19264,78826,Positive
25,realdonaldtrump,2020/3/19,20:54:47,"We are going to WIN, sooner rather than later!",,,38455,56088,344596,Negative
26,realdonaldtrump,2020/3/19,5:48:42,"STRONG & UNITED, WE WILL PREVAIL! pic.twitter.com/T6UCyaPRIy",,,34928,44463,189714,Positive
27,realdonaldtrump,2020/3/19,5:37:22,"I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case scenario in the future. Hopefully there will be no need, but we are all in this TOGETHER!",,,52700,37625,206665,Negative
28,realdonaldtrump,2020/3/19,4:50:43,Thank you @HerschelWalker! https://twitter.com/herschelwalker/status/1240317386059853825 …,,,2697,12549,57786,Positive
29,realdonaldtrump,2020/3/19,4:49:33,"Today I spoke with American physicians and nurses to thank them for their tireless work. Doctors and nurses are at the front lines of this war and are true American HEROES! With their help, America will WIN.",,,10710,31329,172690,Negative
30,realdonaldtrump,2020/3/19,3:14:46,"...It cannot overcome the dedication of our doctors, nurses, and scientists — and it cannot beat the LOVE, PATRIOTISM, and DETERMINATION of our citizens. Strong and United, WE WILL PREVAIL!",,,7749,23752,122465,Positive
31,realdonaldtrump,2020/3/19,3:14:46,"I want all Americans to understand: we are at war with an invisible enemy, but that enemy is no match for the spirit and resolve of the American people...",,,23906,49752,272636,Negative
32,realdonaldtrump,2020/3/19,2:40:10,15 DAYS TO SLOW THE SPREAD! pic.twitter.com/ytgBP3hJv1,,,13365,32836,117097,Negative
33,realdonaldtrump,2020/3/18,23:45:55,Thank you to our great American businesses for going above and beyond to keep our most vulnerable citizens safe! https://twitter.com/targetnews/status/1240026296375226369 …,,,5731,15904,80221,Positive
34,realdonaldtrump,2020/3/18,21:37:46,"We will be, by mutual consent, temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!",,,11113,31004,145840,Positive
35,realdonaldtrump,2020/3/18,21:30:02,"....Also, according to the Daily Caller, leading Sleepy Joe Biden in Florida, 48% to 42%.",,,6935,9047,44252,Negative
36,realdonaldtrump,2020/3/18,21:29:58,"95% Approval Rating in the Republican Party, 53% overall. Not bad considering I get nothing but Fake & Corrupt News, day and night. “Russia, Russia, Russia”, then “the Ukraine Scam (where’s the Whistleblower?)”, the “Impeachment Hoax”, and more, more, more....",,,29699,24402,124893,Negative
37,realdonaldtrump,2020/3/18,21:16:07,"The DNC will have gotten their fondest wish and defeated Bernie Sanders, far ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up, just like he did last time. He will be dropping out soon! MAGA/KAG",,,10870,19363,85160,Positive
38,realdonaldtrump,2020/3/18,19:46:33,"I always treated the Chinese Virus very seriously, and have done a very good job from the beginning, including my very early decision to close the “borders” from China - against the wishes of almost all. Many lives were saved. The Fake News new narrative is disgraceful & false!",,,105975,61145,309601,Positive
39,realdonaldtrump,2020/3/18,19:12:49,I will be having a news conference today to discuss very important news from the FDA concerning the Chinese Virus!,,,30120,35435,169189,Positive
40,realdonaldtrump,2020/3/18,18:53:58,I will totally protect your Medicare & Social Security!,,,17190,28105,164668,Negative
41,realdonaldtrump,2020/3/18,18:41:14,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!",,,30884,46516,222875,Negative
42,realdonaldtrump,2020/3/18,4:12:55, https://www.whitehouse.gov/articles/15-days-slow-spread/ …,,,5986,13298,53342,Positive
43,realdonaldtrump,2020/3/18,3:31:33,The world is at war with a hidden enemy. WE WILL WIN!,,,67898,110605,560138,Negative
44,realdonaldtrump,2020/3/17,21:34:01,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS,,,16348,20981,106153,Positive
45,realdonaldtrump,2020/3/17,21:27:18,Failing  Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!,,,32601,19624,103432,Positive
46,realdonaldtrump,2020/3/17,20:22:11,"Cuomo wants “all states to be treated the same.” But all states aren’t the same. Some are being hit hard by the Chinese Virus, some are being hit practically not at all. New York is a very big “hotspot”, West Virginia has, thus far, zero cases. Andrew, keep politics out of it....",,,52410,38816,180993,Positive
47,realdonaldtrump,2020/3/17,11:27:51,The “Times” is a disgrace to journalism! https://twitter.com/MattWolking/status/1239716039518294016 …,,,13200,22611,88688,Negative
48,realdonaldtrump,2020/3/17,11:19:49,Great news Lindsey! https://twitter.com/lindseygrahamsc/status/1239361193992732673 …,,,2978,9195,61497,Positive
49,realdonaldtrump,2020/3/17,6:51:54,"The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!",,,130812,72240,327635,Positive
50,realdonaldtrump,2020/3/17,4:29:46,I ask all Americans to band together and support your neighbors by not hoarding unnecessary amounts of food and essentials. TOGETHER we will stay STRONG and overcome this challenge!,,,23059,52505,248590,Positive
51,realdonaldtrump,2020/3/17,4:29:30,"Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!",,,7136,25503,120512,Positive
52,realdonaldtrump,2020/3/17,4:16:34, pic.twitter.com/tit0HdkE4e,,,5749,21777,67010,Positive
53,realdonaldtrump,2020/3/17,4:16:23, pic.twitter.com/ZLmk41FA3H,,,3412,16754,52311,Positive
54,realdonaldtrump,2020/3/17,2:32:44,Just had a  very good tele-conference with Nation’s Governors. Went very well. Cuomo of New York has to “do more”.,,,24285,17106,98705,Negative
55,realdonaldtrump,2020/3/16,23:00:41,Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,,,31128,35349,203576,Positive
56,realdonaldtrump,2020/3/16,20:41:22,God Bless the USA!,,,45512,68930,433308,Positive
57,realdonaldtrump,2020/3/16,11:34:33, pic.twitter.com/HGMNIEImFT,,,10032,27629,94166,Positive
58,realdonaldtrump,2020/3/16,10:51:02,"I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said 4 years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!",,,29276,39991,186756,Negative
59,realdonaldtrump,2020/3/16,6:53:05,"The individual Governors of States, and local officials, must step up their efforts on drive up testing and testing sights, working in conjunction with @CDCgov and the Federal Government!",,,22541,19434,90679,Negative
60,realdonaldtrump,2020/3/16,2:08:35,"The Fake and Corrupt News never called Google. They said this was not true. Even in times such as these, they are not truthful. Watch for their apology, it won’t happen. More importantly, thank you to Google! https://twitter.com/Google_Comms/status/1238989156610707456 …",,,18205,30463,104367,Negative
61,realdonaldtrump,2020/3/16,1:29:03,"So now it is reported that, after destroying his life & the life of his wonderful family (and many others also), the FBI, working in conjunction with the Justice Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!",,,57842,62032,234848,Positive
62,realdonaldtrump,2020/3/16,1:09:50,"Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Justices. If a Republican did that, there would be an endless price to pay. Pathetic!",,,24349,30388,124677,Positive
63,realdonaldtrump,2020/3/16,1:02:00,"....The USA was never set up for this, just look at the catastrophe of the H1N1 Swine Flu (Biden in charge, 17,000 people lost, very late response time), but it soon will be. Great decision to close our China, and other, borders early. Saved many lives!",,,21829,13436,53027,Positive
64,realdonaldtrump,2020/3/16,1:02:00,"There will be a News Conference by the CoronaVirus Task Force today at the White House, 5 P.M. @VP  We are working closely with the Governors of our Country’s great States, which are a very big factor. They are working hard, along with us, to get the job properly done.....",,,7178,17165,73211,Positive
65,realdonaldtrump,2020/3/16,0:34:23,"We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays, we are moving as quickly as possible, but it is very important that we be vigilant and careful. We must get it right. Safety first!",,,18528,26399,138465,Negative
66,realdonaldtrump,2020/3/15,23:20:33,I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you! @Jentezen,,,9258,13322,82585,Positive
67,realdonaldtrump,2020/3/15,23:02:16,TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,,,35182,75283,408909,Positive
68,realdonaldtrump,2020/3/15,22:58:31,"Great Job by Judicial Watch. Potentially a treasure trove. Too bad you are not given more help, but it will all work out! https://twitter.com/JudicialWatch/status/1238574680199573512 …",,,11122,20727,67480,Positive
69,realdonaldtrump,2020/3/15,22:49:20,"This took place in the Rose Garden, just coming out of a cold Winter! https://twitter.com/Scavino45/status/1238565759980371969 …",,,4803,11068,46704,Positive
70,realdonaldtrump,2020/3/15,22:45:29,Amazing how the Fake News never covers this. No Interest on Student Loans. The Dems are just talk! https://twitter.com/scavino45/status/1238652219479789568 …,,,6672,20061,74800,Positive
71,realdonaldtrump,2020/3/15,22:42:54,"Thank you Sara. Keep writing, great talent! https://twitter.com/saracarterdc/status/1238571565308088321 …",,,2251,8863,42285,Positive
72,realdonaldtrump,2020/3/15,22:35:37,Thank you! https://twitter.com/kayleighmcenany/status/1238157200423563264 …,,,3966,10183,47903,Positive
73,realdonaldtrump,2020/3/15,9:49:27, pic.twitter.com/XVPCplTDQn,,,20032,27915,142426,Positive
74,realdonaldtrump,2020/3/15,7:03:49,"Tomorrow I have called for a National Day of Prayer. I will be tuning in to Pastor @Jentezen at the @FreeChapel Church in Gainesville, Georgia at 11:00 AM EDT. God Bless the USA!  http://freechapel.org/live  https://twitter.com/jentezen/status/1238804829654450178 …",,,12647,24264,87393,Positive
75,realdonaldtrump,2020/3/15,3:13:34,"The @CDCgov has published guidelines on  http://CoronaVirus.gov  to enable every American to respond to this epidemic and to protect themselves, their families and their communities.",,,7962,16452,57950,Positive
76,realdonaldtrump,2020/3/15,3:06:09,Just had a nice conversation with Prime Minister @JustinTrudeau of Canada. Great to hear that his wonderful wife Sophie is doing very well. The United States and Canada will continue to coordinate closely together on COVID-19.,,,5977,15236,94297,Positive
77,realdonaldtrump,2020/3/15,2:20:05, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-mobilized-full-resources-federal-government-respond-coronavirus/ …,,,4771,12270,51515,Positive
78,realdonaldtrump,2020/3/15,1:54:49,COVID-19 UPDATE https://www.pscp.tv/w/cTvAJzFvTlFsTFJub1dwUXd8MVJER2xRd21WTmdKTOc-nPU0c8BOEFxYQyeHosPlsYvdfhg6NKCT5SlDVd4c?t=33s …,,,5615,13567,53551,Positive
79,realdonaldtrump,2020/3/15,1:31:56,THE UNITED STATES LOVES ITALY! pic.twitter.com/DESUJ4QM41,,,33412,112230,632831,Positive
80,realdonaldtrump,2020/3/15,0:14:08,"Just finished a meeting on Covid-19 in the Situation Room, news conference coming up shortly.  https://twitter.com/realDonaldTrump/status/1238823680735612930 … pic.twitter.com/x9lSEXjnea",,,8764,11248,51797,Negative
81,realdonaldtrump,2020/3/14,23:57:29,News Conference at White House in 10 minutes.,,,6856,12016,79567,Negative
82,realdonaldtrump,2020/3/14,21:47:24,SOCIAL DISTANCING!,,,32442,48208,232408,Positive
83,realdonaldtrump,2020/3/14,21:45:56,"Attending meetings on Covid-19 in the White House. Working with States and local governments, many of whom have done a great job. Full report latter!",,,14226,16285,98511,Negative
84,realdonaldtrump,2020/3/14,20:08:12,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,,,41171,30098,184359,Negative
85,realdonaldtrump,2020/3/14,20:02:56,"Larry, I am not surprised that Candace was great. I would only be surprised if she wasn’t great! https://twitter.com/larryelder/status/1238286804022775809 …",,,2757,19664,93794,Positive
86,realdonaldtrump,2020/3/14,19:37:24,Good teamwork between Republicans & Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!,,,9479,22000,146633,Negative
87,realdonaldtrump,2020/3/14,9:27:54,"To those families and citizens who are worried and concerned for themselves and their loved ones, I want you to know that your Federal Government will unleash every authority, resource and tool at its disposal to safeguard the lives and health of our people. pic.twitter.com/uVDY12vXAM",,,15900,23180,100897,Negative
88,realdonaldtrump,2020/3/14,8:42:32,"....the health and well-being of American families FIRST. Look forward to signing the final Bill, ASAP!",,,4961,12134,59202,Positive
89,realdonaldtrump,2020/3/14,8:42:32,....the Secretary of the Treasury and the Secretary of Labor to issue regulations that will provide flexibility so that in no way will Small Businesses be hurt. I encourage all Republicans and Democrats to come together and VOTE YES! I will always put....,,,1507,12355,58141,Negative
90,realdonaldtrump,2020/3/14,8:42:25,"I fully support H.R. 6201: Families First CoronaVirus Response Act, which will be voted on in the House this evening. This Bill will follow my direction for free CoronaVirus tests, and paid sick leave for our impacted American workers. I have directed....",,,13100,24873,119930,Positive
91,realdonaldtrump,2020/3/14,7:10:37,"Americans are the strongest and most resilient people on earth...We will remove or eliminate every obstacle necessary to deliver our people the care that they need, and that they are entitled to. No resource will be spared. pic.twitter.com/gySUqewd4u",,,10836,19809,79067,Negative
92,realdonaldtrump,2020/3/14,6:54:37,"....No matter where you may be, I encourage you to turn towards prayer in an act of faith. Together, we will easily PREVAIL!",,,10897,35049,143772,Positive
93,realdonaldtrump,2020/3/14,6:54:36,"It is my great honor to declare Sunday, March 15th as a National Day of Prayer. We are a Country that, throughout our history, has looked to God for protection and strength in times like these....",,,40611,94389,374227,Positive
94,realdonaldtrump,2020/3/14,6:21:18,"At my request, effective midnight tonight, Carnival, Royal Caribbean, Norwegian, and MSC have all agreed to suspend outbound cruises for thirty days. It is a great and important industry – it will be kept that way!",,,9037,24239,121073,Positive
95,realdonaldtrump,2020/3/14,5:19:39,We will remove or eliminate every obstacle necessary to deliver our people the care they need. No resource will be spared! pic.twitter.com/KcDZ9YoXZE,,,12001,22505,103433,Negative
96,realdonaldtrump,2020/3/14,5:00:16,"To unleash the full power of the Federal Government in this effort, today I am officially declaring a National Emergency. pic.twitter.com/yu2GBcxWD6",,,9542,22537,96055,Positive
97,realdonaldtrump,2020/3/13,22:55:34,"I will be having a news conference today at 3:00 P.M., The White House. Topic: CoronaVirus!",,,36569,29402,150938,Negative
98,realdonaldtrump,2020/3/13,22:52:59,"To this point, and because we have had a very strong border policy, we have had 40 deaths related to CoronaVirus. If we had weak or open borders, that number would be many times higher!",,,33039,30739,159132,Positive
99,realdonaldtrump,2020/3/13,21:44:29,"The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic & physiological disadvantage. Should never have been this way. Also, STIMULATE!",,,14739,21589,88418,Positive
100,realdonaldtrump,2020/3/13,20:30:48,"If you want to get money into the hands of people quickly & efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",,,27086,42333,169697,Negative
101,realdonaldtrump,2020/3/13,18:22:19,".... Their response to H1N1 Swine Flu was a full scale disaster, with thousands dying, and nothing meaningful done to fix the testing problem, until now. The changes have been made and testing will soon happen on a very large scale basis. All Red Tape has been cut, ready to go!",,,21038,19617,73453,Positive
102,realdonaldtrump,2020/3/13,18:22:17,"For decades the @CDCgov looked at, and studied,  its testing system, but did nothing about it. It would always be inadequate and slow for a large scale pandemic, but a pandemic would never happen, they hoped. President Obama made changes that only complicated things further.....",,,45050,24057,90348,Positive
103,realdonaldtrump,2020/3/13,10:33:48,"“The Obama White House had to immediately issue an apology for Joe Biden’s remarks, and any alarm that he might have caused, an alarm about a Swine Flu outbreak that took 6 months for President Obama to declare a National Emergency, and that killed 12,000 Americans.” @LouDobbs",,,30651,30004,96996,Negative
104,realdonaldtrump,2020/3/13,10:20:56,"Sleepy Joe Biden was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings & a 78% Approval Rating, the highest on record. His was lowest!",,,57798,36105,143491,Negative
105,realdonaldtrump,2020/3/13,9:58:02,"Just had a great conversation with Prime Minister Abe of Japan. I told him that the just completed Olympic venue is magnificent. He has done an incredible job, one that will make him very proud. Good things will happen for Japan and their great Prime Minister. Lots of options!",,,13567,22388,125972,Positive
106,realdonaldtrump,2020/3/13,4:02:21,"108 countries are dealing with the CoronaVirus problem, some of which we are helping!",,,32283,22657,139721,Positive
107,realdonaldtrump,2020/3/13,2:02:02,"KEEPING THE WORKPLACE SAFE, ENCOURAGE YOUR EMPLOYEES TO.... pic.twitter.com/Fgt0HTv2KU",,,3063,9294,31958,Positive
108,realdonaldtrump,2020/3/13,2:02:00,"KEEPING COMMERCIAL ESTABLISHMENTS SAFE, ENCOURAGE YOUR EMPLOYEES AND CUSTOMERS TO.... pic.twitter.com/Fxx6DlHmPf",,,1474,8961,31328,Positive
109,realdonaldtrump,2020/3/13,2:01:57,"KEEPING THE SCHOOL SAFE, ENCOURAGE YOUR FACULTY, STAFF, AND STUDENTS TO.... pic.twitter.com/mfLgNN3b19",,,627,4236,13510,Negative
110,realdonaldtrump,2020/3/13,2:01:55,"KEEPING THE HOME SAFE, ENCOURAGE YOUR FAMILY MEMBERS TO.... pic.twitter.com/2hUQuUvGQb",,,8789,22028,77332,Positive
111,realdonaldtrump,2020/3/12,22:44:36,"Many Republican Senators want me to Veto the FISA Bill until we find out what led to, and happened with, the illegal attempted “coup” of the duly elected President of the United States, and others!",,,42289,30890,136240,Negative
112,realdonaldtrump,2020/3/12,18:15:43,"“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut, but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck, you’re going to take home more money.” @kilmeade @foxandfriends",,,31645,37554,142602,Negative
113,realdonaldtrump,2020/3/12,10:13:32,"Hoping to get the payroll tax cut approved by both Republicans and Democrats, and please remember, very important for all countries & businesses to know that trade will in no way be affected by the 30-day restriction on travel from Europe. The restriction stops people not goods.",,,22760,31776,138310,Positive
114,realdonaldtrump,2020/3/12,10:11:12, pic.twitter.com/YioC9eARdP,,,14913,39297,159796,Positive
115,realdonaldtrump,2020/3/12,6:04:26,"The Media should view this as a time of unity and strength. We have a common enemy, actually, an enemy of the World, the CoronaVirus. We must beat it as quickly and safely as possible. There is nothing more important to me than the life & safety of the United States!",,,45627,49612,254841,Positive
116,realdonaldtrump,2020/3/12,4:44:36,I will be addressing the Nation this evening at 9:00 P.M. (Eastern) from the Oval Office.,,,22664,27102,129317,Positive
117,realdonaldtrump,2020/3/12,3:18:35,I am fully prepared to use the full power of the Federal Government to deal with our current challenge of the CoronaVirus!,,,30809,28480,156828,Negative
118,realdonaldtrump,2020/3/12,3:17:50,"....We have the greatest healthcare system, experts, scientists and doctors anywhere in the world. Together, we will PREVAIL!",,,5951,9862,42013,Positive
119,realdonaldtrump,2020/3/12,3:17:50,"I want to thank all of our Great Government officials on the CoronaVirus Task Force who are working around the clock, in response to the CoronaVirus. Continue to check  http://CDC.gov  for updates, and follow all recommendations that are available....",,,3550,13841,55168,Positive
120,realdonaldtrump,2020/3/12,2:52:45,"....Together we are putting into policy a plan to prevent, detect, treat and create a vaccine against CoronaVirus to save lives in America and the world. America will get it done!",,,7554,12470,57961,Positive
121,realdonaldtrump,2020/3/12,2:52:44,"America is the Greatest Country in the world. We have the best scientists, doctors, nurses and health care professionals. They are amazing people who do phenomenal things every day....",,,11905,21590,111590,Positive
122,realdonaldtrump,2020/3/12,2:50:10,Someone needs to tell the Democrats in Congress that CoronaVirus doesn’t care what party you are in. We need to protect ALL Americans!,,,21857,35585,165858,Negative
123,realdonaldtrump,2020/3/11,22:22:00,"Vanity Fair Magazine, which will soon be out of business, and their third rate Fake reporters, who make up sources which don’t exist, wrote yet another phony & boring hit piece. The facts are just the opposite. Our team is doing a great job with CoronaVirus!",,,28724,21362,94943,Positive
124,realdonaldtrump,2020/3/11,22:08:11,Thank you Gavin. Team is doing a great job! https://twitter.com/TeamTrump/status/1237523131041861632 …,,,2544,12055,52874,Positive
125,realdonaldtrump,2020/3/11,13:32:35,THANK YOU IDAHO! #KAG2020 pic.twitter.com/aNhwiYsx96,,,4906,9745,49085,Positive
126,realdonaldtrump,2020/3/11,12:55:59,"Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!",,,30046,20004,102901,Negative
127,realdonaldtrump,2020/3/11,11:28:10,THANK YOU WASHINGTON! #KAG2020 pic.twitter.com/h04VbW71TH,,,4322,10543,54155,Positive
128,realdonaldtrump,2020/3/11,11:27:42,THANK YOU NORTH DAKOTA! #KAG2020 pic.twitter.com/fOPyY03iyh,,,2131,8820,42091,Positive
129,realdonaldtrump,2020/3/11,9:54:14,"....(which is under siege), is strong on Crime and the Border, and truly LOVES our Military and our Vets. He will be a great Senator for the people of Alabama. Coach Tommy Tuberville, a winner, has my Complete and Total Endorsement. I love Alabama!",,,2927,9297,37563,Positive
130,realdonaldtrump,2020/3/11,9:54:13,"Tommy Tuberville (@TTuberville) is running for the U.S. Senate from the Great State of Alabama. Tommy was a terrific head football coach at Auburn University. He is a REAL LEADER who will never let MAGA/KAG, or our Country, down! Tommy will protect your Second Amendment....",,,5603,16023,66494,Positive
131,realdonaldtrump,2020/3/11,9:07:05,THANK YOU MICHIGAN! #KAG2020 pic.twitter.com/9Ibuma0JfP,,,4947,11318,53592,Positive
132,realdonaldtrump,2020/3/11,8:55:26,THANK YOU MISSOURI! #KAG2020 pic.twitter.com/FH7NcIPqDp,,,3185,11081,51982,Positive
133,realdonaldtrump,2020/3/11,8:52:39,THANK YOU MISSISSIPPI! #KAG2020 pic.twitter.com/r4DRnssHya,,,2916,10243,47654,Positive
134,realdonaldtrump,2020/3/11,5:59:35,"Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!",,,15793,25815,107769,Positive
135,realdonaldtrump,2020/3/11,5:31:54,"If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!",,,45474,31160,140999,Positive
136,realdonaldtrump,2020/3/11,2:41:08,Great meeting on Capitol Hill with the @SenateGOP! pic.twitter.com/eNB8zMRCup,,,6301,11475,44402,Positive
137,realdonaldtrump,2020/3/11,0:44:33,Thank you @SenateGOP! pic.twitter.com/XysOvXbTMF,,,5310,12362,45446,Positive
138,realdonaldtrump,2020/3/10,22:48:18,"Ronald Reagan’s great economist, the recipient of the Presidential Medal of Freedom, has just said great things about a Payroll Tax Cut!",,,5279,12006,55323,Negative
139,realdonaldtrump,2020/3/10,22:44:11,Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!,,,8392,13069,68335,Positive
140,realdonaldtrump,2020/3/10,22:42:24,"Nancy Pelosi just said, “I don’t know if we can be ready this week.” In other words, it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!",,,18228,28704,109587,Positive
141,realdonaldtrump,2020/3/10,22:28:57,"There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf",,,7827,12996,52653,Negative
142,realdonaldtrump,2020/3/10,22:02:12,"The Federal Reserve must be a leader, not a very late follower, which it has been!",,,6149,14757,74185,Positive
