id,username,date,time,tweet,replies_count,retweets_count,likes_count,mentions,hot
9.32E+17,realdonaldtrump,2017/11/20,1:42:36,"Now that the three basketball players are out of China and saved from years in jail, LaVar Ball, the father of LiAngelo, is unaccepting of what I did for his son and that shoplifting is no big deal. I should have left them in jail!",84500,62771,242826,[],87295.2
1.24E+18,realdonaldtrump,2020/3/26,5:41:26,"I hear that Fake News CNN just reported that I am isolated in the White House, wondering out loud, “when will life return to normal?” Does anybody really believe that? There was no leak, they made it up – they are CORRUPT & FAKE NEWS....",49571,66395,321644,[],86872.7
1.09E+18,realdonaldtrump,2019/1/29,10:28:49,"In the beautiful Midwest, windchill temperatures are reaching minus 60 degrees, the coldest ever recorded. In coming days, expected to get even colder. People can’t last outside even for minutes. What the hell is going on with Global Waming? Please come back fast, we need you!",127083,46366,194834,[],85427.9
1.08E+18,realdonaldtrump,2019/1/6,10:15:10, pic.twitter.com/iSFAokoIP7,74260,66542,230243,[],85227.5
1.06E+18,realdonaldtrump,2018/10/29,20:28:08,"Had a very good conversation with the newly elected President of Brazil, Jair Bolsonaro, who won his race by a substantial margin. We agreed that Brazil and the United States will work closely together on Trade, Military and everything else! Excellent call, wished him congrats!",25435,77889,308607,[],85224.6
1.21E+18,realdonaldtrump,2019/12/19,1:44:18,"SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!",108422,48826,226999,[],84522.1
1.21E+18,realdonaldtrump,2019/12/18,20:34:06,"Can you believe that I will be impeached today by the Radical Left, Do Nothing Democrats, AND I DID NOTHING WRONG! A terrible Thing. Read the Transcripts. This should never happen to another President again. Say a PRAYER!",96945,52259,235841,[],84023
1.23E+18,realdonaldtrump,2020/2/6,6:07:04,I will be making a public statement tomorrow at 12:00pm from the @WhiteHouse to discuss our Country’s VICTORY on the Impeachment Hoax!,64500,58766,292461,['whitehouse'],83855.7
9.15E+17,realdonaldtrump,2017/10/2,19:11:37,My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!,54488,62476,282209,[],82052.9
1.14E+18,realdonaldtrump,2019/6/28,9:37:04,All Democrats just raised their hands for giving millions of illegal aliens unlimited healthcare. How about taking care of American Citizens first!? That’s the end of that race!,48095,66219,278111,[],81971
1.25E+18,realdonaldtrump,2020/4/6,19:54:33,USA STRONG!,35471,59677,355164,[],81963.9
1.21E+18,realdonaldtrump,2020/1/5,6:52:05,"....targeted 52 Iranian sites (representing the 52 American hostages taken by Iran many years ago), some at a very high level & important to Iran &  the Iranian culture, and those targets, and Iran itself, WILL BE HIT VERY FAST AND VERY HARD. The USA wants no more threats!",61275,61329,266404,[],81820.3
1.21E+18,realdonaldtrump,2020/1/3,20:44:30,"Iran never won a war, but never lost a negotiation!",40315,62058,321905,[],81519.8
1.22E+18,realdonaldtrump,2020/1/12,21:48:30,"To the leaders of Iran - DO NOT KILL YOUR PROTESTERS. Thousands have already been killed or imprisoned by you, and the World is watching. More importantly, the USA is watching. Turn your internet back on and let reporters roam free! Stop the killing of your great Iranian people!",29318,68346,315731,[],81376.1
1.24E+18,realdonaldtrump,2020/3/27,13:19:02,Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is ravaging large parts of our Planet. China has been through much & has developed a strong understanding of the Virus. We are working closely together. Much respect!,54786,51390,338017,[],81071.5
1.16E+18,realdonaldtrump,2019/8/20,8:07:14,I promise not to do this to Greenland! pic.twitter.com/03DdyVU6HA,39526,64591,298023,[],80414.7
1.15E+18,realdonaldtrump,2019/7/16,5:08:24,"We will never be a Socialist or Communist Country. IF YOU ARE NOT HAPPY HERE, YOU CAN LEAVE! It is your choice, and your choice alone. This is about love for America. Certain people HATE our Country....",62342,58413,265501,[],80300.5
1.23E+18,realdonaldtrump,2020/2/17,22:16:21,HAPPY PRESIDENT’S DAY!,51679,47244,363033,[],80153.4
1.24E+18,realdonaldtrump,2020/3/19,20:54:47,"We are going to WIN, sooner rather than later!",38710,56313,346480,[],80048.8
1.18E+18,realdonaldtrump,2019/9/25,5:17:42,PRESIDENTIAL HARASSMENT!,91817,48933,229037,[],79808.6
1.15E+18,realdonaldtrump,2019/7/16,5:56:27,MAKE AMERICA GREAT AGAIN!,60300,54365,285542,[],79263.2
9.12E+17,realdonaldtrump,2017/9/23,20:45:19,"Going to the White House is considered a great honor for a championship team.Stephen Curry is hesitating,therefore invitation is withdrawn!",93988,53699,187923,[],79208.1
1.18E+18,realdonaldtrump,2019/10/1,19:05:17, pic.twitter.com/dOta1Z9gtZ,62948,61298,233228,[],78986
1.24E+18,realdonaldtrump,2020/3/26,4:04:56,The LameStream Media is the dominant force in trying to get me to keep our Country closed as long as possible in the hope that it will be detrimental to my election success. The real people want to get back to work ASAP.  We will be stronger than ever before!,88218,49272,228920,[],78920.6
1.11E+18,realdonaldtrump,2019/3/24,20:02:59,MAKE AMERICA GREAT AGAIN!,43261,56249,320435,[],78771.2
1.23E+18,realdonaldtrump,2020/2/13,22:10:08,DRAIN THE SWAMP! We want bad people out of our government!,78490,50873,240957,[],78166.5
1.24E+18,realdonaldtrump,2020/3/16,1:29:03,"So now it is reported that, after destroying his life & the life of his wonderful family (and many others also), the FBI, working in conjunction with the Justice Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!",57738,61962,234366,[],77935.2
1.03E+18,realdonaldtrump,2018/8/4,11:37:36,"Lebron James was just interviewed by the dumbest man on television, Don Lemon. He made Lebron look smart, which isn’t easy to do. I like Mike!",123156,41037,160301,[],77599.1
1.10E+18,realdonaldtrump,2019/2/17,8:10:04,BUILDING THE WALL!,51183,57598,276002,[],77513.9
1.21E+18,realdonaldtrump,2020/1/5,6:52:03,"Iran is talking very boldly about targeting certain USA assets as revenge for our ridding the world of their terrorist leader who had just killed an American, & badly wounded many others, not to mention all of the people he had killed over his lifetime, including recently....",34625,63638,288932,[],77463.5
1.22E+18,realdonaldtrump,2020/1/21,1:04:17,USA! USA! USA!,36213,58165,316814,[],77444.3
1.19E+18,realdonaldtrump,2019/11/2,6:48:59,You can’t Impeach someone who hasn’t done anything wrong!,65883,49523,279628,[],77441.5
1.15E+18,realdonaldtrump,2019/7/4,4:22:30,"If Illegal Immigrants are unhappy with the conditions in the quickly built or refitted detentions centers, just tell them not to come. All problems solved!",54030,58300,260410,[],77230
1.24E+18,realdonaldtrump,2020/3/22,10:53:27,CHINESE VIRUS FACT CHECK pic.twitter.com/qJugCylvE2,51219,67367,208692,[],76655.1
1.08E+18,realdonaldtrump,2018/12/31,5:59:44,"President and Mrs. Obama built/has a ten foot Wall around their D.C. mansion/compound. I agree, totally necessary for their safety and security. The U.S. needs the same thing, slightly larger version!",68257,55720,223064,[],76215.5
1.08E+18,realdonaldtrump,2019/1/1,21:08:29,"HAPPY NEW YEAR TO EVERYONE, INCLUDING THE HATERS AND THE FAKE NEWS MEDIA! 2019 WILL BE A FANTASTIC YEAR FOR THOSE NOT SUFFERING FROM TRUMP DERANGEMENT SYNDROME. JUST CALM DOWN AND ENJOY THE RIDE, GREAT THINGS ARE HAPPENING FOR OUR COUNTRY!",70689,52002,236815,[],76089.4
1.12E+18,realdonaldtrump,2019/4/22,6:35:16,How do you impeach a Republican President for a crime that was committed by the Democrats? MAKE AMERICA GREAT AGAIN!,56041,56790,251997,[],76086
8.38E+17,realdonaldtrump,2017/3/4,20:02:48,How low has President Obama gone to tapp my phones during the very sacred election process. This is Nixon/Watergate. Bad (or sick) guy!,95713,52874,151915,[],75629.8
1.13E+18,realdonaldtrump,2019/5/20,4:25:34,"If Iran wants to fight, that will be the official end of Iran. Never threaten the United States again!",54327,61682,220992,[],75406.5
1.14E+18,realdonaldtrump,2019/6/20,22:15:04,Iran made a very big mistake!,65844,54008,228920,[],75050
9.45E+17,realdonaldtrump,2017/12/25,10:56:19,People are proud to be saying Merry Christmas again. I am proud to have led the charge against the assault of our cherished and beautiful phrase. MERRY CHRISTMAS!!!!!,90756,45069,205943,[],74862.5
1.21E+18,realdonaldtrump,2020/1/5,12:53:04,"They attacked us, & we hit back. If they attack again, which I would strongly advise them not to do, we will hit them harder than they have ever been hit before! https://twitter.com/DanCrenshawTX/status/1213583859402657793 …",29047,62730,281168,[],74468.9
8.70E+17,realdonaldtrump,2017/5/31,18:09:22,"Who can figure out the true meaning of ""covfefe"" ???  Enjoy!",44423,70965,183939,[],74299.8
1.09E+18,realdonaldtrump,2019/1/26,8:33:50,"I wish people would read or listen to my words on the Border Wall. This was in no way a concession. It was taking care of millions of people who were getting badly hurt by the Shutdown with the understanding that in 21 days, if no deal is done, it’s off to the races!",90736,44694,198627,[],73899.9
1.05E+18,realdonaldtrump,2018/10/7,9:21:22,"You don’t hand matches to an arsonist, and you don’t give power to an angry left-wing mob. Democrats have become too EXTREME and TOO DANGEROUS to govern. Republicans believe in the rule of law - not the rule of the mob. VOTE REPUBLICAN!",58134,59431,206813,[],73780.1
1.25E+18,realdonaldtrump,2020/4/5,1:07:39,.@CNN is Fake News. They will take a good story and make it as bad as is humanly possible. They are a JOKE!,50401,52505,271352,['cnn'],73758.5
1.20E+18,realdonaldtrump,2019/11/29,5:42:19,HAPPY THANKSGIVING! pic.twitter.com/7SGZnHindW,21350,65674,278303,[],73639.7
1.23E+18,realdonaldtrump,2020/2/6,4:44:31, pic.twitter.com/lj8RUqcz37,22990,70475,241935,[],73375.5
1.18E+18,realdonaldtrump,2019/10/7,23:38:09,"As I have stated strongly before, and just to reiterate, if Turkey does anything that I, in my great and unmatched wisdom, consider to be off limits, I will totally destroy and obliterate the Economy of Turkey (I’ve done before!). They must, with Europe and others, watch over...",122212,37407,138141,[],72921.9
1.01E+18,realdonaldtrump,2018/6/21,4:39:30,"Don’t worry, the Republicans, and your President, will fix it! pic.twitter.com/xsbuPzXbHj",37706,72139,182260,[],72821.2
1.15E+18,realdonaldtrump,2019/7/4,19:23:30,HAPPY 4TH OF JULY!,30796,55759,301173,[],72811.5
1.23E+18,realdonaldtrump,2020/2/11,9:22:57,TOUGH GUYS FOR TRUMP! pic.twitter.com/DbjZjGzLWU,41829,59083,247772,[],72775.7
1.08E+18,realdonaldtrump,2019/1/8,2:44:41,I am pleased to inform you that I will Address the Nation on the Humanitarian and National Security crisis on our Southern Border. Tuesday night at 9:00 P.M. Eastern.,101098,39977,179046,[],72220.2
1.21E+18,realdonaldtrump,2020/1/5,6:16:27,"As hard as I work, & as successful as our Country has become with our Economy, our Military & everything else, it is ashame that the Democrats make us spend so much time & money on this ridiculous Impeachment Lite Hoax. I should be able to devote all of my time to the REAL USA!",55493,47227,271708,[],72154.9
1.23E+18,realdonaldtrump,2020/2/5,20:59:35,It was a great and triumphant evening for our Country. Thank you for all of the nice remarks and wonderful reviews of my State of the Union Speech. It was my great honor to have done it!,36390,47973,322461,[],71946.9
1.05E+18,realdonaldtrump,2018/10/24,7:18:23,I agree with President Obama 100%! pic.twitter.com/PI3aW1Zh5Q,21411,73369,211245,[],71569.2
9.98E+17,realdonaldtrump,2018/5/21,1:37:40,"I hereby demand, and will do so officially tomorrow, that the Department of Justice look into whether or not the FBI/DOJ infiltrated or surveilled the Trump Campaign for Political Purposes - and if any such demands or requests were made by people within the Obama Administration!",89992,46291,163321,[],71104.3
1.07E+18,realdonaldtrump,2018/12/12,20:50:17,"The Democrats and President Obama gave Iran 150 Billion Dollars and got nothing, but they can’t give 5 Billion Dollars for National Security and a Wall?",69771,53844,178391,[],71076.8
1.09E+18,realdonaldtrump,2019/1/23,20:59:50,BUILD A WALL & CRIME WILL FALL!,74502,47093,204346,[],71041
9.58E+17,realdonaldtrump,2018/1/28,21:18:32,"Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!",60615,52603,211814,[],70927.7
8.28E+17,realdonaldtrump,2017/2/4,22:26:10,MAKE AMERICA GREAT AGAIN!,50706,55124,226124,[],70898.6
1.09E+18,realdonaldtrump,2019/1/28,21:21:15,"Numerous states introducing Bible Literacy classes, giving students the option of studying the Bible. Starting to make a turn back? Great!",58199,47855,239449,[],70117.6
1.08E+18,realdonaldtrump,2018/12/25,1:32:44,I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately needed Border Security. At some point the Democrats not wanting to make a deal will cost our Country more money than the Border Wall we are all talking about. Crazy!,112942,32580,166420,[],70072.6
1.23E+18,realdonaldtrump,2020/2/17,8:42:04,#DAYTONA500 pic.twitter.com/fT8L0EZqXh,22208,59954,273870,[],70021.8
1.21E+18,realdonaldtrump,2020/1/4,22:57:14,95% Approval Rating in the Republican Party. Thank you!,36811,42161,331583,[],69498.2
8.71E+17,realdonaldtrump,2017/6/4,19:19:47,We must stop being politically correct and get down to the business of security for our people. If we don't get smart it will only get worse,33939,62900,214668,[],69388.5
8.22E+17,realdonaldtrump,2017/1/20,20:31:53,It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,30066,60351,241203,[],69350.7
8.27E+17,realdonaldtrump,2017/2/1,20:50:16,"Everybody is arguing whether or not it is a BAN. Call it what you want, it is about keeping bad people (with bad intentions) out of country!",53347,51466,224113,[],69295
1.22E+18,realdonaldtrump,2020/2/3,11:27:02,Congratulations to the Kansas City Chiefs on a great game and a fantastic comeback under immense pressure. We are proud of you and the Great State of Missouri. You are true Champions!,43310,42041,310549,[],69272.5
1.22E+18,realdonaldtrump,2020/1/12,6:50:01,دولت ایران باید به گروه‌های حقوق بشر اجازه بدهد حقیقت کنونی اعتراضات در جریان مردم ایران را نظارت کرده و گزارش بدهند. نباید شاهد کشتار دوباره ی معترضان مسالمت آمیز و یا قطع اینترنت باشیم. جهان نظاره گر این اتفاقات است.,30781,56424,260925,[],69181.2
1.24E+18,realdonaldtrump,2020/3/23,11:28:00,"I watch and listen to the Fake News, CNN, MSDNC, ABC, NBC, CBS, some of FOX (desperately & foolishly pleading to be politically correct), the @nytimes, & the @washingtonpost, and all I see is hatred of me at any cost. Don’t they understand that they are destroying themselves?",60808,47238,221433,"['nytimes', 'washingtonpost']",68728.5
1.24E+18,realdonaldtrump,2020/3/12,6:04:26,"The Media should view this as a time of unity and strength. We have a common enemy, actually, an enemy of the World, the CoronaVirus. We must beat it as quickly and safely as possible. There is nothing more important to me than the life & safety of the United States!",45535,49399,253934,[],68693.3
1.23E+18,realdonaldtrump,2020/2/24,12:43:45,"हम भारत आने के लिए तत्पर हैं । हम रास्ते में हैँ, कुछ ही घंटों में हम सबसे मिलेंगे!",33318,49897,285080,[],68441.6
