"id","username","date","time","tweet","replies_count","retweets_count","likes_count","mentions","pos_neg","pos","neg"
28,"realdonaldtrump",2020-04-07,23:22:46,"Why didn’t the I.G., who spent 8 years with the Obama Administration (Did she Report on the failed H1N1 Swine Flu debacle where 17,000 people died?), want to talk to the Admirals, Generals, V.P. & others in charge, before doing her report. Another Fake Dossier!",30746,40454,156520,"[]","Negative",0.00,1.00
29,"realdonaldtrump",2020-04-07,23:04:16,"The W.H.O. really blew it. For some reason, funded largely by the United States, yet very China centric. We will be giving that a good look. Fortunately I rejected their advice on keeping our borders open to China early on. Why did they give us such a faulty recommendation?",79656,113978,465052,"[]","Positive",1.00,0.00
30,"realdonaldtrump",2020-04-07,12:35:42,"Vote today, Tuesday, for highly respected Republican, Justice Daniel Kelly. Tough on Crime, loves your Military, Vets, Farmers, & will save your 2nd Amendment. A BIG VOTE! https://twitter.com/realdonaldtrump/status/1247315619206266881 …",11125,21842,81531,"[]","Positive",0.99,0.01
31,"realdonaldtrump",2020-04-07,11:39:01,"Great job being done by Dr. Nicole Saphier on @FoxNews!",7361,13392,89936,"['foxnews']","Positive",0.98,0.02
32,"realdonaldtrump",2020-04-07,11:32:12," https://www.whitehouse.gov/articles/numbers-massive-nationwide-response/ …",5425,10675,46789,"[]","Neutral",0.50,0.50
33,"realdonaldtrump",2020-04-07,08:10:56," pic.twitter.com/JIkrIczC8o",6463,9765,45493,"[]","Neutral",0.50,0.50
34,"realdonaldtrump",2020-04-07,08:10:15," pic.twitter.com/e3wBhSwDx7",3750,10371,46548,"[]","Neutral",0.50,0.50
35,"realdonaldtrump",2020-04-07,08:09:52,"The Wisconsin Supreme Court ruled that tomorrow’s election will proceed as scheduled. VOTE for Justice Daniel Kelly tomorrow, and be safe! https://twitter.com/realdonaldtrump/status/1246123536143573001 …",6629,22762,78978,"[]","Positive",0.97,0.03
36,"realdonaldtrump",2020-04-07,05:25:42,"White House news conference at 5:45 P.M. Eastern. Thank you!",12685,12968,94932,"[]","Neutral",0.41,0.59
37,"realdonaldtrump",2020-04-07,05:03:59,"Congratulations to State Representative Karen Whitsett of Michigan. So glad you are getting better! https://www.freep.com/story/news/local/michigan/detroit/2020/04/06/democrat-karen-whitsett-coronavirus-hydroxychloroquine-trump/2955430001/ …",8536,31557,112915,"[]","Positive",1.00,0.00
38,"realdonaldtrump",2020-04-07,02:32:32," pic.twitter.com/GIzwKSbuuS",9512,14808,64974,"[]","Neutral",0.50,0.50
39,"realdonaldtrump",2020-04-06,23:34:27,"Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention, one where he doesn’t have to show up. Gee, I wonder why? Also, what ever happened to that phone call he told the Fake News he wanted to make to me?",39125,35281,173655,"[]","Negative",0.04,0.96
40,"realdonaldtrump",2020-04-06,21:08:58,"Advertising in the Failing New York Times is WAY down. Washington Post is not much better. I can’t say whether this is because they are Fake News sources of information, to a level that few can understand, or the Virus is just plain beating them up. Fake News is bad for America!",52584,32107,161604,"[]","Neutral",0.67,0.33
41,"realdonaldtrump",2020-04-06,19:55:14,"LIGHT AT THE END OF THE TUNNEL!",55967,74248,414336,"[]","Negative",0.23,0.77
42,"realdonaldtrump",2020-04-06,19:54:33,"USA STRONG!",36987,60795,362254,"[]","Neutral",0.55,0.45
43,"realdonaldtrump",2020-04-06,19:53:00,"Thank you Gayle. I only wish the public could fully understand how corrupt & dishonest so much of our Lamestream Media is. My Press Conferences are vital. They are reaching millions of people that are not being told the truth, & haven’t been for years (Witch-Hunts, Fake News)! https://twitter.com/gayletrotter/status/1245824009893273600 …",9468,19702,72189,"[]","Negative",0.03,0.97
44,"realdonaldtrump",2020-04-06,19:49:57,"For humanitarian reasons, the passengers from the two CoronaVirus stricken cruise ships have been given medical treatment and, when appropriate, allowed to disembark, under strict supervision. Very carefully done. People we’re dying & no other countries would allow them to dock!",5465,16020,78301,"[]","Neutral",0.44,0.56
45,"realdonaldtrump",2020-04-06,19:40:45,".@gayletrotter  “To this day the establishment media have not admitted that they were wrong and the President was right.” @FoxNews",10124,17901,86434,"['gayletrotter', 'foxnews']","Positive",0.96,0.04
46,"realdonaldtrump",2020-04-06,08:51:56," pic.twitter.com/j8fKN49P1o",10200,13308,61758,"[]","Neutral",0.50,0.50
47,"realdonaldtrump",2020-04-06,08:51:50," pic.twitter.com/hUVUJb9zSA",3816,11367,53155,"[]","Neutral",0.50,0.50
48,"realdonaldtrump",2020-04-06,06:19:59,"White House news conference at 6:45 P.M. Eastern. Thank you!",18297,16318,108748,"[]","Neutral",0.41,0.59
49,"realdonaldtrump",2020-04-06,03:35:34,"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter!",59286,62596,384665,"[]","Positive",0.98,0.02
50,"realdonaldtrump",2020-04-06,00:30:32,"Thank you Gayle! https://twitter.com/gayletrotter/status/1245824009893273600 …",8146,14263,59185,"[]","Positive",0.76,0.24
51,"realdonaldtrump",2020-04-06,00:26:33,"I agree! https://twitter.com/MediaBuzzFNC/status/1246817974511702018 …",6331,9455,44387,"[]","Neutral",0.65,0.35
52,"realdonaldtrump",2020-04-06,00:25:57,"A very biased “journalist”. https://twitter.com/MediaBuzzFNC/status/1246824052997722114 …",9034,10027,42470,"[]","Neutral",0.50,0.50
53,"realdonaldtrump",2020-04-06,00:23:40,"A great & wonderful woman! https://twitter.com/ABC/status/1246092030603931649 …",11608,24415,150027,"[]","Positive",0.97,0.03
54,"realdonaldtrump",2020-04-06,00:20:41,"Corrected Fake News! https://twitter.com/richardgrenell/status/1246583461818904576 …",3747,12267,47340,"[]","Neutral",0.28,0.72
55,"realdonaldtrump",2020-04-05,10:02:59,"He wants to raise taxes all over our Country! https://twitter.com/parscale/status/1246088501625487362 …",10445,21248,80304,"[]","Neutral",0.39,0.61
56,"realdonaldtrump",2020-04-05,09:59:39,"Disgraceful! https://twitter.com/ByronYork/status/1246276518394974209 …",8133,15743,61364,"[]","Neutral",0.50,0.50
57,"realdonaldtrump",2020-04-05,07:25:14,"Palm Sunday is the beginning of a Holy week for many people of Faith and a great day to lift our voices in Prayer. I will be tuning into Pastor @greglaurie at @harvestorg Church in Riverside, California tomorrow at 11:00 A.M. Eastern. https://harvest.org ",17049,26142,102776,"['greglaurie', 'harvestorg']","Positive",0.89,0.11
58,"realdonaldtrump",2020-04-05,03:40:07,"....We will get through this together, and bats will be swinging before you know it. In the meantime, take care of mom and dad, and know that this will not be forever! @littleleagueceo",5330,16181,93097,"['littleleagueceo']","Neutral",0.33,0.67
59,"realdonaldtrump",2020-04-05,03:40:06,"To all of our youth who are missing the start of their @LittleLeague seasons, hang in there! We will get you back out on the fields, and know that you will be playing baseball soon....",11319,29006,170861,"['littleleague']","Neutral",0.35,0.65
60,"realdonaldtrump",2020-04-05,03:19:53,"The Paycheck Protection Program is up and running! The program is open to nonprofits as well, so banks be sure to sign up our Great Religious and Veteran Organizations that need help!",5164,18416,88167,"[]","Neutral",0.43,0.57
61,"realdonaldtrump",2020-04-05,03:10:23,"America owes our very hard working food supply workers so much as they produce and deliver high quality food for us during this horrible COVID-19. Join me in thanking our Farmers, Ranchers, Processors, Distributors and Stores! @JohnBoozman",8621,28445,152529,"['johnboozman']","Negative",0.04,0.96
62,"realdonaldtrump",2020-04-05,02:30:39," pic.twitter.com/GIzwKSbuuS",5424,11322,46188,"[]","Neutral",0.50,0.50
63,"realdonaldtrump",2020-04-05,01:09:23,"I will be holding a News Conference at 3:30 P.M. at the White House. Thank you!",22137,21126,128819,"[]","Neutral",0.36,0.64
64,"realdonaldtrump",2020-04-05,01:07:39,".@CNN is Fake News. They will take a good story and make it as bad as is humanly possible. They are a JOKE!",50603,52615,272927,"['cnn']","Negative",0.02,0.98
65,"realdonaldtrump",2020-04-05,01:05:16,"Good idea Dana! https://twitter.com/danaperino/status/1246039780644851712 …",5291,18474,78419,"[]","Positive",0.78,0.22
66,"realdonaldtrump",2020-04-04,23:27:02,"Great! https://twitter.com/jsolomonReports/status/1245870442780344322 …",3809,14376,56722,"[]","Positive",0.89,0.11
67,"realdonaldtrump",2020-04-04,23:17:20,"I agree with this. Watch! https://twitter.com/WashTimes/status/1245777574862749698 …",11058,33184,128735,"[]","Neutral",0.52,0.48
68,"realdonaldtrump",2020-04-04,23:09:33,"I will immediately ask Congress for more money to support small businesses under the #PPPloan if the allocated money runs out. So far, way ahead of schedule. @BankofAmerica & community banks are rocking! @SBAgov @USTreasury",5559,11999,53824,"['bankofamerica', 'sbagov', 'ustreasury']","Negative",0.02,0.98
69,"realdonaldtrump",2020-04-04,21:48:32,"I fully agree! https://twitter.com/IvankaTrump/status/1235382392887693312 …",8369,11645,80878,"[]","Neutral",0.38,0.62
70,"realdonaldtrump",2020-04-04,21:41:32,"Thank you Cory! https://twitter.com/SenCoryGardner/status/1240313828283305985 …",1870,6937,34623,"[]","Positive",0.90,0.10
71,"realdonaldtrump",2020-04-04,02:49:51,"Great job being done by @BankofAmerica and many community banks throughout the country. Small businesses appreciate your work!",11751,16344,97244,"['bankofamerica']","Positive",1.00,0.00
72,"realdonaldtrump",2020-04-04,01:51:15,"The Paycheck Protection Program is now available! #CARESActSmall Business Guidance & Loan Resources:  http://SBA.gov  pic.twitter.com/eosegomf38",5310,13404,45849,"[]","Neutral",0.45,0.55
73,"realdonaldtrump",2020-04-04,01:33:21,"Thank you @DeptofDefense, @USACEHQ, @USNationalGuard, @FEMA, and @CDCgov!  http://CoronaVirus.gov  https://twitter.com/DeptofDefense/status/1246105177201008641 …",3429,9365,34622,"['deptofdefense', 'usacehq', 'usnationalguard', 'fema', 'cdcgov']","Positive",0.90,0.10
74,"realdonaldtrump",2020-04-04,01:29:14,"Thank you @USNationalGuard, keep up the great work! https://twitter.com/USNationalGuard/status/1246112771076509704 …",2807,12139,52310,"['usnationalguard']","Positive",0.99,0.01
75,"realdonaldtrump",2020-04-04,01:14:22,"GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs for hardworking Americans. Promises Made, Promises Kept! #MAGA",18118,26239,136383,"[]","Positive",1.00,0.00
76,"realdonaldtrump",2020-04-04,01:12:57,"Highly respected Justice Daniel Kelly is running for the Supreme Court in the Great State of Wisconsin. Justice Kelly has been doing a terrific job upholding the Rule of Law and defending your #2A. Tough on Crime, Loves our Military and our Vets. He has my Complete Endorsement!",7746,22295,98023,"[]","Positive",1.00,0.00
77,"realdonaldtrump",2020-04-03,08:52:35,"We hit 3M hard today after seeing what they were doing with their Masks. “P Act” all the way. Big surprise to many in government as to what they were doing - will have a big price to pay!",39951,44091,203757,"[]","Neutral",0.74,0.26
78,"realdonaldtrump",2020-04-03,08:15:24," pic.twitter.com/C4YLj4hKZn",4176,12653,52942,"[]","Neutral",0.50,0.50
79,"realdonaldtrump",2020-04-03,08:13:17," pic.twitter.com/GElcwjwBY2",5735,12691,56986,"[]","Neutral",0.50,0.50
80,"realdonaldtrump",2020-04-03,00:48:26,"30 DAYS TO SLOW THE SPREAD pic.twitter.com/GIzwKSt5mq",17944,21955,88073,"[]","Neutral",0.69,0.31
81,"realdonaldtrump",2020-04-02,22:54:55,".....Could be as high as 15 Million Barrels. Good (GREAT) news for everyone!",13364,17618,97921,"[]","Positive",0.99,0.01
82,"realdonaldtrump",2020-04-02,22:32:08,"Just spoke to my friend MBS (Crown Prince) of Saudi Arabia, who spoke with President Putin of Russia, & I expect & hope that they will be cutting back approximately 10 Million Barrels, and maybe substantially more which, if it happens, will be GREAT for the oil & gas industry!",41647,39726,162419,"[]","Positive",1.00,0.00
83,"realdonaldtrump",2020-04-02,22:12:56,"“The States have to get the money to the people who need it.” @MariaBartiromo  And FAST!",9070,19035,91412,"['mariabartiromo']","Negative",0.09,0.91
84,"realdonaldtrump",2020-04-02,21:17:22,"....have been stocked up and ready long before this crisis hit. Other states are thrilled with the job we have done. Sending many Ventilators today, with thousands being built. 51 large cargo planes coming in with medical supplies. Prefer sending directly to hospitals.",10655,14377,63872,"[]","Positive",0.99,0.01
85,"realdonaldtrump",2020-04-02,21:17:21,"Massive amounts of medical supplies, even hospitals and medical centers, are being delivered directly to states and hospitals by the Federal Government. Some have insatiable appetites & are never satisfied (politics?). Remember, we are a backup for them. The complainers should...",22915,23910,107804,"[]","Negative",0.00,1.00
86,"realdonaldtrump",2020-04-02,20:57:41,"...It wouldn’t matter if you got ten times what was needed, it would never be good enough. Unlike other states, New York unfortunately got off to a late start. You should have pushed harder. Stop complaining & find out where all of these supplies are going. Cuomo working hard!",11607,18157,83404,"[]","Negative",0.00,1.00
87,"realdonaldtrump",2020-04-02,20:57:41,"Somebody please explain to Cryin’ Chuck Schumer that we do have a military man in charge of distributing goods, a very talented Admiral, in fact. New York has gotten far more than any other State, including hospitals & a hospital ship, but no matter what, always complaining.....",21254,33727,154370,"[]","Positive",0.95,0.05
88,"realdonaldtrump",2020-04-02,01:05:30,"Upon information and belief, Iran or its proxies are planning a sneak attack on U.S. troops and/or assets in Iraq. If this happens, Iran will pay a very heavy price, indeed!",52416,66944,332527,"[]","Negative",0.06,0.94
89,"realdonaldtrump",2020-04-02,00:36:30,"Congress must pass the old, and very strongly proven, deductibility by businesses on restaurants and entertainment. This will bring restaurants, and everything related, back - and stronger than ever. Move quickly, they will all be saved!",18630,33520,151145,"[]","Positive",0.97,0.03
90,"realdonaldtrump",2020-04-01,08:32:46," https://www.whitehouse.gov/briefings-statements/coronavirus-guidelines-america/ …",13668,12905,51732,"[]","Neutral",0.50,0.50
91,"realdonaldtrump",2020-04-01,08:32:16," pic.twitter.com/nQfccoKPj2",6502,14428,63300,"[]","Neutral",0.50,0.50
92,"realdonaldtrump",2020-04-01,07:49:05,"30 DAYS TO SLOW THE SPREAD#COVIDー19  http://CoronaVirus.gov  pic.twitter.com/RSUHRfT8If",14335,20138,72056,"[]","Neutral",0.69,0.31
93,"realdonaldtrump",2020-04-01,04:56:23,"Great work @AtlasAirWW, thank you! https://twitter.com/AtlasAirWW/status/1244979079323029505 …",3275,12550,51358,"['atlasairww']","Positive",0.98,0.02
94,"realdonaldtrump",2020-04-01,04:27:41,"Will be starting The White House news conference at 5:15 P.M. Eastern.",14242,13418,84168,"[]","Negative",0.09,0.91
95,"realdonaldtrump",2020-04-01,03:52:52,"My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3500, while at the same time making the cars substantially safer. Engines would run smoother. Positive impact on the environment! Foolish executives!",16353,24827,114250,"[]","Neutral",0.33,0.67
96,"realdonaldtrump",2020-04-01,03:51:32,"My Administration is helping U.S. auto workers by replacing the failed Obama Emissions Rule. Impossible to satisfy its Green New Deal Standard; Lots of unnecessary and expensive penalties to car buyers!",12635,25278,118253,"[]","Negative",0.05,0.95
97,"realdonaldtrump",2020-04-01,03:50:29,"Great news! American families will now be able to buy safer, more affordable, and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old, unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!",26691,33186,189554,"[]","Positive",0.84,0.16
98,"realdonaldtrump",2020-03-31,22:55:00,"Thank you Mike! https://twitter.com/realMikeLindell/status/1244774964953309184 …",3553,12306,61841,"[]","Positive",0.99,0.01
99,"realdonaldtrump",2020-03-31,22:48:43,"With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG & BOLD, Two Trillion Dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4",24754,38519,175841,"[]","Positive",1.00,0.00
100,"realdonaldtrump",2020-03-31,21:18:13,"I watched a portion of low rated (very) Morning Psycho (Joe) this Morning in order to see what Nancy Pelosi had to say, & what moves she was planning to further hurt our Country. Actually, other than her usual complaining that I’m a terrible person, she wasn’t bad. Still praying!",36881,27717,156907,"[]","Negative",0.00,1.00
101,"realdonaldtrump",2020-03-31,19:27:06,"“New York Governor Cuomo says President Trump has been “very helpful.” @foxandfriends  Thank you, everybody is working very hard!",13120,19313,122208,"['foxandfriends']","Positive",0.80,0.20
102,"realdonaldtrump",2020-03-31,06:24:57," pic.twitter.com/Zt3mEb1h99",22050,39635,144805,"[]","Neutral",0.50,0.50
103,"realdonaldtrump",2020-03-31,04:50:35,"White House news conference at 5:00 P.M. Eastern. Thank you!",16851,14462,107972,"[]","Neutral",0.41,0.59
104,"realdonaldtrump",2020-03-31,01:46:15," pic.twitter.com/2hKJkP5Z6N",11614,15530,67609,"[]","Neutral",0.50,0.50
105,"realdonaldtrump",2020-03-31,01:11:59,"On #NationalDoctorsDay, we recognize the remarkable men & women who treat their fellow Americans, find cures for the diseases & illnesses we face, and never waver in their efforts to treat every patient with the dignity, respect, and empathy they deserve. https://www.whitehouse.gov/presidential-actions/proclamation-national-doctors-day-2020/ …",11181,19758,82622,"[]","Neutral",0.70,0.30
106,"realdonaldtrump",2020-03-31,01:05:33," pic.twitter.com/nzWJ8ViwbZ",12482,39141,173648,"[]","Neutral",0.50,0.50
107,"realdonaldtrump",2020-03-30,19:17:10,"Nancy Pelosi and the Democrats delayed the Workers Help/Stimulus Bill by over a week, trying to add real “junk” into the Bill. Got some bad things, having nothing to do with those affected by the Virus, included. Republicans need their votes until we WIN BACK THE HOUSE IN 2020!",37771,43396,190408,"[]","Neutral",0.70,0.30
108,"realdonaldtrump",2020-03-30,19:07:25,"Thank you Dr. Hahn & the FDA for your fast approval of this respected Ohio company recommended by Governor @MikeDeWine. Great potential! https://twitter.com/SteveFDA/status/1244472087831552004 …",2220,11712,50641,"['mikedewine']","Positive",1.00,0.00
109,"realdonaldtrump",2020-03-30,13:15:37,"Will be interviewed on @foxandfriends at 7:55 A.M. USA STRONG!",15314,15432,94250,"['foxandfriends']","Positive",0.92,0.08
110,"realdonaldtrump",2020-03-30,07:43:14," pic.twitter.com/YzhyVR1N6d",10928,13742,65527,"[]","Neutral",0.50,0.50
111,"realdonaldtrump",2020-03-30,07:43:07," pic.twitter.com/MtEehGY9cp",5143,14145,60435,"[]","Neutral",0.50,0.50
112,"realdonaldtrump",2020-03-30,04:57:55,"Will be starting The White House news conference at 5:30 P.M. Eastern.",13107,13147,85762,"[]","Negative",0.06,0.94
113,"realdonaldtrump",2020-03-30,04:06:35,"So proud of the @USACEHQ, @FEMA, and the Federal Government for the 2,900 bed hospital they built in 4 days (way ahead of schedule) in the Javits Center for NY. We are now moving the teams to join others so they can continue to build more hospitals/beds. Keep up the GREAT WORK!",5645,16034,70242,"['usacehq', 'fema']","Positive",0.90,0.10
114,"realdonaldtrump",2020-03-30,04:03:36,"Thank you very much to Ken Langone for being a great American and for your wonderful comments on @TeamCavuto.",2858,9522,54301,"['teamcavuto']","Positive",1.00,0.00
115,"realdonaldtrump",2020-03-30,03:00:26,"I am a great friend and admirer of the Queen & the United Kingdom. It was reported that Harry and Meghan, who left the Kingdom, would reside permanently in Canada. Now they have left Canada for the U.S. however, the U.S. will not pay for their security protection. They must pay!",90856,99312,537780,"[]","Positive",0.96,0.04
116,"realdonaldtrump",2020-03-30,02:10:52,"Happy National Vietnam War Veterans Day to all of our Vietnam era Veterans. You have earned our gratitude and thanks by your actions years ago and what you have done since returning home. The Nation thanks you and your families for your service and sacrifice. We love you! https://twitter.com/Mobbs_Mentality/status/1244279566040010754 …",9153,19652,74806,"[]","Positive",0.98,0.02
117,"realdonaldtrump",2020-03-30,01:49:09,"...The CBS News poll said 13 percent of Republicans trusted the news media for information about the virus.” Michael M. Grynbaum @NYTimes",7542,9189,43874,"['nytimes']","Positive",0.99,0.01
118,"realdonaldtrump",2020-03-30,01:48:37,"...alone attracted 6.2 million viewers for the president’s briefing — an astounding number for a 6 p.m. cable broadcast, more akin to the viewership for a popular prime-time sitcom...",5674,9687,47648,"[]","Positive",0.96,0.04
119,"realdonaldtrump",2020-03-30,01:48:37,"...On Monday, nearly 12.2 million people watched Mr. Trump’s briefing on CNN, Fox News and MSNBC, according to Nielsen — ‘Monday Night Football’ numbers. Millions more are watching on ABC, CBS, NBC and online streaming sites, and the audience is expanding. On Monday, Fox News...",4115,4775,19402,"[]","Positive",0.99,0.01
120,"realdonaldtrump",2020-03-30,01:48:36,"“President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news, roughly the viewership of the season finale of ‘The Bachelor.’ Numbers are continuing to rise...",77975,24868,126492,"[]","Neutral",0.50,0.50
121,"realdonaldtrump",2020-03-30,01:06:20,"Because the “Ratings” of my News Conferences etc. are so high, “Bachelor finale, Monday Night Football type numbers” according to the @nytimes, the Lamestream Media is going CRAZY. “Trump is reaching too many people, we must stop him.” said one lunatic. See you at 5:00 P.M.!",51868,32218,140317,"['nytimes']","Negative",0.01,0.99
122,"realdonaldtrump",2020-03-30,00:53:31,"Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis. The Fake News just hasn’t figured that out yet!",15887,25717,122109,"[]","Negative",0.02,0.98
123,"realdonaldtrump",2020-03-30,00:34:16,"The Lamestream Media wants us to fail. That will NEVER happen!",29018,38512,202761,"[]","Negative",0.03,0.97
124,"realdonaldtrump",2020-03-30,00:12:52,"Hope the FDA can approve Mask Sterilization equipment ASAP. As per Governor @MikeDeWine, there is a company in Ohio, @Battelle, which has equipment that can sterilize masks quickly.",3670,13155,57086,"['mikedewine', 'battelle']","Positive",0.99,0.01
125,"realdonaldtrump",2020-03-30,00:07:34,"“With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow @MariaBartiromo We were breaking all records, especially on employment. It will all come roaring back again, and fast!",8919,16590,80511,"['larry_kudlow', 'mariabartiromo']","Negative",0.23,0.77
